 format: day,hour,forecast,value  location:102_83 Start : 20210401 
 1,0200,+4,53.000000 
 1,0200,+7,46.000000 
 1,0200,+10,48.000000 
 1,0200,+13,53.000000 
 1,0200,+16,46.000000 
 1,0200,+19,52.000000 
 1,0200,+22,77.000000 
 1,0200,+25,74.000000 
 1,0200,+28,69.000000 
 1,0200,+31,47.000000 
 1,0200,+34,36.000000 
 1,0200,+37,68.000000 
 1,0200,+40,130.000000 
 1,0200,+43,139.000000 
 1,0200,+46,160.000000 
 1,0200,+49,174.000000 
 1,0200,+52,193.000000 
 1,0200,+55,200.000000 
 1,0200,+58,184.000000 
 1,0200,+61,153.000000 
 1,0500,+4,46.000000 
 1,0500,+7,48.000000 
 1,0500,+10,53.000000 
 1,0500,+13,46.000000 
 1,0500,+16,52.000000 
 1,0500,+19,77.000000 
 1,0500,+22,74.000000 
 1,0500,+25,69.000000 
 1,0500,+28,47.000000 
 1,0500,+31,36.000000 
 1,0500,+34,68.000000 
 1,0500,+37,130.000000 
 1,0500,+40,139.000000 
 1,0500,+43,160.000000 
 1,0500,+46,174.000000 
 1,0500,+49,193.000000 
 1,0500,+52,200.000000 
 1,0500,+55,184.000000 
 1,0500,+58,153.000000 
 1,0800,+4,53.000000 
 1,0800,+7,52.000000 
 1,0800,+10,48.000000 
 1,0800,+13,59.000000 
 1,0800,+16,66.000000 
 1,0800,+19,63.000000 
 1,0800,+22,44.000000 
 1,0800,+25,38.000000 
 1,0800,+28,33.000000 
 1,0800,+31,20.000000 
 1,0800,+34,67.000000 
 1,0800,+37,101.000000 
 1,0800,+40,131.000000 
 1,0800,+43,149.000000 
 1,0800,+46,135.000000 
 1,0800,+49,106.000000 
 1,0800,+52,135.000000 
 1,0800,+55,130.000000 
 1,1100,+4,52.000000 
 1,1100,+7,48.000000 
 1,1100,+10,59.000000 
 1,1100,+13,66.000000 
 1,1100,+16,63.000000 
 1,1100,+19,44.000000 
 1,1100,+22,38.000000 
 1,1100,+25,33.000000 
 1,1100,+28,20.000000 
 1,1100,+31,67.000000 
 1,1100,+34,101.000000 
 1,1100,+37,131.000000 
 1,1100,+40,149.000000 
 1,1100,+43,135.000000 
 1,1100,+46,106.000000 
 1,1100,+49,135.000000 
 1,1100,+52,130.000000 
 1,1400,+4,48.000000 
 1,1400,+7,59.000000 
 1,1400,+10,66.000000 
 1,1400,+13,63.000000 
 1,1400,+16,44.000000 
 1,1400,+19,38.000000 
 1,1400,+22,33.000000 
 1,1400,+25,20.000000 
 1,1400,+28,67.000000 
 1,1400,+31,101.000000 
 1,1400,+34,131.000000 
 1,1400,+37,149.000000 
 1,1400,+40,135.000000 
 1,1400,+43,106.000000 
 1,1400,+46,135.000000 
 1,1400,+49,130.000000 
 1,1700,+4,59.000000 
 1,1700,+7,66.000000 
 1,1700,+10,63.000000 
 1,1700,+13,44.000000 
 1,1700,+16,38.000000 
 1,1700,+19,33.000000 
 1,1700,+22,20.000000 
 1,1700,+25,67.000000 
 1,1700,+28,101.000000 
 1,1700,+31,131.000000 
 1,1700,+34,149.000000 
 1,1700,+37,135.000000 
 1,1700,+40,106.000000 
 1,1700,+43,135.000000 
 1,1700,+46,130.000000 
 1,2000,+4,57.000000 
 1,2000,+7,49.000000 
 1,2000,+10,58.000000 
 1,2000,+13,36.000000 
 1,2000,+16,29.000000 
 1,2000,+19,35.000000 
 1,2000,+22,69.000000 
 1,2000,+25,99.000000 
 1,2000,+28,114.000000 
 1,2000,+31,144.000000 
 1,2000,+34,149.000000 
 1,2000,+37,110.000000 
 1,2000,+40,129.000000 
 1,2000,+43,101.000000 
 1,2000,+46,72.000000 
 1,2000,+49,15.000000 
 1,2000,+52,18.000000 
 1,2000,+55,22.000000 
