 format: day,hour,forecast,value  location:53_114 Start : 20210301 
 1,0200,+4,13.000000 
 1,0200,+7,5.000000 
 1,0200,+10,21.000000 
 1,0200,+13,25.000000 
 1,0200,+16,11.000000 
 1,0200,+19,4.000000 
 1,0200,+22,12.000000 
 1,0200,+25,354.000000 
 1,0200,+28,330.000000 
 1,0200,+31,308.000000 
 1,0200,+34,330.000000 
 1,0200,+37,85.000000 
 1,0200,+40,119.000000 
 1,0200,+43,133.000000 
 1,0200,+46,150.000000 
 1,0200,+49,187.000000 
 1,0200,+52,217.000000 
 1,0200,+55,210.000000 
 1,0200,+58,164.000000 
 1,0200,+61,152.000000 
 1,0500,+4,5.000000 
 1,0500,+7,21.000000 
 1,0500,+10,25.000000 
 1,0500,+13,11.000000 
 1,0500,+16,4.000000 
 1,0500,+19,12.000000 
 1,0500,+22,354.000000 
 1,0500,+25,330.000000 
 1,0500,+28,308.000000 
 1,0500,+31,330.000000 
 1,0500,+34,85.000000 
 1,0500,+37,119.000000 
 1,0500,+40,133.000000 
 1,0500,+43,150.000000 
 1,0500,+46,187.000000 
 1,0500,+49,217.000000 
 1,0500,+52,210.000000 
 1,0500,+55,164.000000 
 1,0500,+58,152.000000 
 1,0800,+4,24.000000 
 1,0800,+7,21.000000 
 1,0800,+10,8.000000 
 1,0800,+13,6.000000 
 1,0800,+16,4.000000 
 1,0800,+19,352.000000 
 1,0800,+22,337.000000 
 1,0800,+25,312.000000 
 1,0800,+28,319.000000 
 1,0800,+31,121.000000 
 1,0800,+34,127.000000 
 1,0800,+37,140.000000 
 1,0800,+40,142.000000 
 1,0800,+43,167.000000 
 1,0800,+46,223.000000 
 1,0800,+49,225.000000 
 1,0800,+52,177.000000 
 1,0800,+55,145.000000 
 1,1100,+4,21.000000 
 1,1100,+7,8.000000 
 1,1100,+10,6.000000 
 1,1100,+13,4.000000 
 1,1100,+16,352.000000 
 1,1100,+19,337.000000 
 1,1100,+22,312.000000 
 1,1100,+25,319.000000 
 1,1100,+28,121.000000 
 1,1100,+31,127.000000 
 1,1100,+34,140.000000 
 1,1100,+37,142.000000 
 1,1100,+40,167.000000 
 1,1100,+43,223.000000 
 1,1100,+46,225.000000 
 1,1100,+49,177.000000 
 1,1100,+52,145.000000 
 1,1400,+4,8.000000 
 1,1400,+7,6.000000 
 1,1400,+10,4.000000 
 1,1400,+13,352.000000 
 1,1400,+16,337.000000 
 1,1400,+19,312.000000 
 1,1400,+22,319.000000 
 1,1400,+25,121.000000 
 1,1400,+28,127.000000 
 1,1400,+31,140.000000 
 1,1400,+34,142.000000 
 1,1400,+37,167.000000 
 1,1400,+40,223.000000 
 1,1400,+43,225.000000 
 1,1400,+46,177.000000 
 1,1400,+49,145.000000 
 1,1700,+4,6.000000 
 1,1700,+7,4.000000 
 1,1700,+10,352.000000 
 1,1700,+13,337.000000 
 1,1700,+16,312.000000 
 1,1700,+19,319.000000 
 1,1700,+22,121.000000 
 1,1700,+25,127.000000 
 1,1700,+28,140.000000 
 1,1700,+31,142.000000 
 1,1700,+34,167.000000 
 1,1700,+37,223.000000 
 1,1700,+40,225.000000 
 1,1700,+43,177.000000 
 1,1700,+46,145.000000 
 1,2000,+4,9.000000 
 1,2000,+7,351.000000 
 1,2000,+10,324.000000 
 1,2000,+13,302.000000 
 1,2000,+16,266.000000 
 1,2000,+19,242.000000 
 1,2000,+22,149.000000 
 1,2000,+25,152.000000 
 1,2000,+28,138.000000 
 1,2000,+31,153.000000 
 1,2000,+34,228.000000 
 1,2000,+37,232.000000 
 1,2000,+40,171.000000 
 1,2000,+43,153.000000 
 1,2000,+46,146.000000 
 1,2000,+49,144.000000 
 1,2000,+52,144.000000 
 1,2000,+55,159.000000 
 1,2000,+58,228.000000 
 1,2000,+61,266.000000 
 1,2000,+64,95.000000 
 1,2000,+67,110.000000 
 1,2300,+4,351.000000 
 1,2300,+7,324.000000 
 1,2300,+10,302.000000 
 1,2300,+13,266.000000 
 1,2300,+16,242.000000 
 1,2300,+19,149.000000 
 1,2300,+22,152.000000 
 1,2300,+25,138.000000 
 1,2300,+28,153.000000 
 1,2300,+31,228.000000 
 1,2300,+34,232.000000 
 1,2300,+37,171.000000 
 1,2300,+40,153.000000 
 1,2300,+43,146.000000 
 1,2300,+46,144.000000 
 1,2300,+49,144.000000 
 1,2300,+52,159.000000 
 1,2300,+55,228.000000 
 1,2300,+58,266.000000 
 1,2300,+61,95.000000 
 1,2300,+64,110.000000 
 2,0200,+4,324.000000 
 2,0200,+7,302.000000 
 2,0200,+10,266.000000 
 2,0200,+13,242.000000 
 2,0200,+16,149.000000 
 2,0200,+19,152.000000 
 2,0200,+22,138.000000 
